Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
2283: Triangle, x1 = 10, y1 = 15, x2 = 183, y2 = 10, x3 = 156, y3 = 3, perimeter = 347.457, color = ORANGE
2284: Triangle, x1 = 50, y1 = 194, x2 = 159, y2 = 157, x3 = 32, y3 = 102, perimeter = 347.251, color = ORANGE
2285: Triangle, x1 = 199, y1 = 99, x2 = 99, y2 = 180, x3 = 49, y3 = 175, perimeter = 347.094, color = GREEN
2286: Triangle, x1 = 147, y1 = 181, x2 = 8, y2 = 78, x3 = 77, y3 = 119, perimeter = 346.774, color = VIOLET
2287: Triangle, x1 = 85, y1 = 177, x2 = 131, y2 = 33, x3 = 91, y3 = 23, perimeter = 346.517, color = RED
2288: Triangle, x1 = 124, y1 = 129, x2 = 156, y2 = 52, x3 = 18, y3 = 127, perimeter = 346.467, color = VIOLET
2289: Triangle, x1 = 93, y1 = 157, x2 = 145, y2 = 31, x3 = 93, y3 = 5, perimeter = 346.446, color = BLUE
2290: Triangle, x1 = 57, y1 = 131, x2 = 185, y2 = 17, x3 = 140, y3 = 80, perimeter = 346.244, color = VIOLET
2291: Triangle, x1 = 63, y1 = 136, x2 = 181, y2 = 10, x3 = 96, y3 = 88, perimeter = 346.241, color = ORANGE
2292: Triangle, x1 = 26, y1 = 147, x2 = 164, y2 = 78, x3 = 33, y3 = 175, perimeter = 346.153, color = LIGHT_BLUE
2293: Triangle, x1 = 138, y1 = 36, x2 = 175, y2 = 101, x3 = 37, y3 = 8, perimeter = 346.015, color = LIGHT_BLUE
2294: Triangle, x1 = 108, y1 = 129, x2 = 132, y2 = 4, x3 = 43, y3 = 18, perimeter = 346.009, color = YELLOW
2295: Rectangle, x_up_left = 41, y_up_left = 73, x_down_right = 179, y_down_right = 38, perimeter = 346, color = BLUE
2296: Rectangle, x_up_left = 126, y_up_left = 114, x_down_right = 187, y_down_right = 2, perimeter = 346, color = VIOLET
2297: Rectangle, x_up_left = 40, y_up_left = 140, x_down_right = 148, y_down_right = 75, perimeter = 346, color = YELLOW
2298: Rectangle, x_up_left = 32, y_up_left = 197, x_down_right = 68, y_down_right = 60, perimeter = 346, color = GREEN
2299: Rectangle, x_up_left = 3, y_up_left = 92, x_down_right = 156, y_down_right = 72, perimeter = 346, color = VIOLET
2300: Rectangle, x_up_left = 90, y_up_left = 169, x_down_right = 95, y_down_right = 1, perimeter = 346, color = GREEN
2301: Rectangle, x_up_left = 109, y_up_left = 194, x_down_right = 156, y_down_right = 68, perimeter = 346, color = BLUE
2302: Rectangle, x_up_left = 2, y_up_left = 87, x_down_right = 106, y_down_right = 18, perimeter = 346, color = LIGHT_BLUE
2303: Rectangle, x_up_left = 19, y_up_left = 119, x_down_right = 122, y_down_right = 49, perimeter = 346, color = ORANGE
2304: Rectangle, x_up_left = 9, y_up_left = 104, x_down_right = 149, y_down_right = 71, perimeter = 346, color = BLUE
2305: Rectangle, x_up_left = 11, y_up_left = 88, x_down_right = 137, y_down_right = 41, perimeter = 346, color = GREEN
2306: Rectangle, x_up_left = 34, y_up_left = 97, x_down_right = 115, y_down_right = 5, perimeter = 346, color = VIOLET
2307: Rectangle, x_up_left = 130, y_up_left = 138, x_down_right = 171, y_down_right = 6, perimeter = 346, color = BLUE
2308: Rectangle, x_up_left = 11, y_up_left = 140, x_down_right = 49, y_down_right = 5, perimeter = 346, color = GREEN
2309: Rectangle, x_up_left = 7, y_up_left = 58, x_down_right = 127, y_down_right = 5, perimeter = 346, color = GREEN
2310: Rectangle, x_up_left = 132, y_up_left = 172, x_down_right = 196, y_down_right = 63, perimeter = 346, color = LIGHT_BLUE
2311: Rectangle, x_up_left = 94, y_up_left = 124, x_down_right = 170, y_down_right = 27, perimeter = 346, color = RED
2312: Rectangle, x_up_left = 38, y_up_left = 89, x_down_right = 181, y_down_right = 59, perimeter = 346, color = ORANGE
2313: Rectangle, x_up_left = 27, y_up_left = 130, x_down_right = 101, y_down_right = 31, perimeter = 346, color = BLUE
2314: Triangle, x1 = 114, y1 = 142, x2 = 49, y2 = 198, x3 = 58, y3 = 48, perimeter = 345.483, color = VIOLET
2315: Circle, x = 66, y = 180, radius = 55, perimeter = 345.4, color = RED
2316: Circle, x = 30, y = 126, radius = 55, perimeter = 345.4, color = GREEN
2317: Circle, x = 139, y = 108, radius = 55, perimeter = 345.4, color = VIOLET
2318: Circle, x = 122, y = 164, radius = 55, perimeter = 345.4, color = YELLOW
2319: Circle, x = 108, y = 87, radius = 55, perimeter = 345.4, color = RED
2320: Circle, x = 62, y = 194, radius = 55, perimeter = 345.4, color = YELLOW
2321: Circle, x = 42, y = 83, radius = 55, perimeter = 345.4, color = GREEN
2322: Circle, x = 89, y = 65, radius = 55, perimeter = 345.4, color = BLUE
2323: Triangle, x1 = 19, y1 = 142, x2 = 63, y2 = 60, x3 = 160, y3 = 100, perimeter = 345.105, color = YELLOW
2324: Triangle, x1 = 172, y1 = 129, x2 = 116, y2 = 97, x3 = 5, y3 = 120, perimeter = 345.098, color = LIGHT_BLUE
2325: Triangle, x1 = 177, y1 = 1, x2 = 190, y2 = 95, x3 = 70, y3 = 20, perimeter = 345.078, color = GREEN
2326: Triangle, x1 = 60, y1 = 85, x2 = 195, y2 = 93, x3 = 115, y3 = 168, perimeter = 344.464, color = RED
2327: Triangle, x1 = 51, y1 = 40, x2 = 157, y2 = 45, x3 = 151, y3 = 141, perimeter = 344.435, color = BLUE
2328: Triangle, x1 = 1, y1 = 154, x2 = 32, y2 = 83, x3 = 138, y3 = 71, perimeter = 344.331, color = YELLOW
2329: Triangle, x1 = 136, y1 = 198, x2 = 16, y2 = 116, x3 = 166, y3 = 176, perimeter = 344.098, color = GREEN
2330: Triangle, x1 = 24, y1 = 167, x2 = 156, y2 = 98, x3 = 27, y3 = 101, perimeter = 344.049, color = YELLOW
2331: Rectangle, x_up_left = 74, y_up_left = 170, x_down_right = 99, y_down_right = 23, perimeter = 344, color = RED
2332: Rectangle, x_up_left = 141, y_up_left = 135, x_down_right = 187, y_down_right = 9, perimeter = 344, color = GREEN
2333: Rectangle, x_up_left = 11, y_up_left = 46, x_down_right = 167, y_down_right = 30, perimeter = 344, color = VIOLET
2334: Rectangle, x_up_left = 128, y_up_left = 138, x_down_right = 176, y_down_right = 14, perimeter = 344, color = VIOLET
2335: Rectangle, x_up_left = 24, y_up_left = 160, x_down_right = 115, y_down_right = 79, perimeter = 344, color = GREEN
2336: Rectangle, x_up_left = 104, y_up_left = 181, x_down_right = 138, y_down_right = 43, perimeter = 344, color = YELLOW
2337: Rectangle, x_up_left = 102, y_up_left = 185, x_down_right = 138, y_down_right = 49, perimeter = 344, color = ORANGE
2338: Rectangle, x_up_left = 84, y_up_left = 200, x_down_right = 93, y_down_right = 37, perimeter = 344, color = RED
2339: Rectangle, x_up_left = 112, y_up_left = 158, x_down_right = 200, y_down_right = 74, perimeter = 344, color = ORANGE
2340: Rectangle, x_up_left = 140, y_up_left = 193, x_down_right = 173, y_down_right = 54, perimeter = 344, color = BLUE
2341: Rectangle, x_up_left = 31, y_up_left = 170, x_down_right = 43, y_down_right = 10, perimeter = 344, color = LIGHT_BLUE
2342: Rectangle, x_up_left = 140, y_up_left = 185, x_down_right = 172, y_down_right = 45, perimeter = 344, color = BLUE
2343: Rectangle, x_up_left = 79, y_up_left = 108, x_down_right = 186, y_down_right = 43, perimeter = 344, color = ORANGE
2344: Triangle, x1 = 175, y1 = 152, x2 = 82, y2 = 18, x3 = 75, y3 = 67, perimeter = 343.852, color = GREEN
2345: Triangle, x1 = 93, y1 = 178, x2 = 86, y2 = 140, x3 = 15, y3 = 26, perimeter = 343.786, color = GREEN
2346: Triangle, x1 = 121, y1 = 61, x2 = 54, y2 = 185, x3 = 147, y3 = 42, perimeter = 343.727, color = GREEN
2347: Triangle, x1 = 128, y1 = 30, x2 = 37, y2 = 12, x3 = 194, y3 = 77, perimeter = 343.711, color = RED
2348: Triangle, x1 = 63, y1 = 46, x2 = 45, y2 = 111, x3 = 165, y3 = 154, perimeter = 343.471, color = GREEN
2349: Triangle, x1 = 43, y1 = 200, x2 = 160, y2 = 90, x3 = 148, y3 = 159, perimeter = 343.346, color = ORANGE
2350: Triangle, x1 = 54, y1 = 112, x2 = 167, y2 = 115, x3 = 159, y3 = 23, perimeter = 343.031, color = LIGHT_BLUE
2351: Triangle, x1 = 5, y1 = 110, x2 = 99, y2 = 193, x3 = 127, y3 = 102, perimeter = 342.872, color = BLUE
2352: Triangle, x1 = 124, y1 = 138, x2 = 194, y2 = 165, x3 = 29, y3 = 176, perimeter = 342.711, color = ORANGE
2353: Triangle, x1 = 40, y1 = 180, x2 = 122, y2 = 35, x3 = 36, y3 = 140, perimeter = 342.504, color = YELLOW
2354: Triangle, x1 = 10, y1 = 95, x2 = 130, y2 = 108, x3 = 167, y3 = 60, perimeter = 342.161, color = VIOLET
2355: Rectangle, x_up_left = 27, y_up_left = 165, x_down_right = 107, y_down_right = 74, perimeter = 342, color = VIOLET
2356: Rectangle, x_up_left = 48, y_up_left = 64, x_down_right = 164, y_down_right = 9, perimeter = 342, color = RED
2357: Rectangle, x_up_left = 128, y_up_left = 170, x_down_right = 190, y_down_right = 61, perimeter = 342, color = YELLOW
2358: Rectangle, x_up_left = 43, y_up_left = 34, x_down_right = 196, y_down_right = 16, perimeter = 342, color = ORANGE
2359: Rectangle, x_up_left = 46, y_up_left = 166, x_down_right = 120, y_down_right = 69, perimeter = 342, color = ORANGE
2360: Rectangle, x_up_left = 27, y_up_left = 111, x_down_right = 196, y_down_right = 109, perimeter = 342, color = LIGHT_BLUE
2361: Rectangle, x_up_left = 104, y_up_left = 116, x_down_right = 182, y_down_right = 23, perimeter = 342, color = YELLOW
2362: Rectangle, x_up_left = 73, y_up_left = 128, x_down_right = 175, y_down_right = 59, perimeter = 342, color = GREEN
2363: Rectangle, x_up_left = 52, y_up_left = 186, x_down_right = 194, y_down_right = 157, perimeter = 342, color = VIOLET
2364: Triangle, x1 = 196, y1 = 36, x2 = 94, y2 = 24, x3 = 36, y3 = 72, perimeter = 341.99, color = ORANGE
2365: Triangle, x1 = 21, y1 = 21, x2 = 55, y2 = 44, x3 = 176, y3 = 92, perimeter = 341.709, color = RED
2366: Triangle, x1 = 81, y1 = 177, x2 = 124, y2 = 76, x3 = 188, y3 = 53, perimeter = 341.563, color = YELLOW
2367: Triangle, x1 = 11, y1 = 112, x2 = 6, y2 = 147, x3 = 159, y3 = 150, perimeter = 341.185, color = BLUE
2368: Triangle, x1 = 189, y1 = 157, x2 = 180, y2 = 175, x3 = 32, y3 = 117, perimeter = 341.099, color = RED
2369: Triangle, x1 = 26, y1 = 91, x2 = 184, y2 = 105, x3 = 16, y3 = 83, perimeter = 340.86, color = LIGHT_BLUE
2370: Triangle, x1 = 18, y1 = 125, x2 = 21, y2 = 72, x3 = 127, y3 = 5, perimeter = 340.598, color = YELLOW
2371: Triangle, x1 = 70, y1 = 48, x2 = 69, y2 = 25, x3 = 120, y3 = 187, perimeter = 340.579, color = BLUE
2372: Triangle, x1 = 68, y1 = 175, x2 = 160, y2 = 32, x3 = 119, y3 = 85, perimeter = 340.491, color = RED
2373: Triangle, x1 = 197, y1 = 165, x2 = 100, y2 = 128, x3 = 186, y3 = 47, perimeter = 340.468, color = ORANGE
2374: Triangle, x1 = 107, y1 = 164, x2 = 80, y2 = 93, x3 = 194, y3 = 51, perimeter = 340.063, color = LIGHT_BLUE
2375: Rectangle, x_up_left = 93, y_up_left = 142, x_down_right = 195, y_down_right = 74, perimeter = 340, color = RED
2376: Rectangle, x_up_left = 45, y_up_left = 162, x_down_right = 90, y_down_right = 37, perimeter = 340, color = VIOLET
2377: Rectangle, x_up_left = 25, y_up_left = 194, x_down_right = 44, y_down_right = 43, perimeter = 340, color = GREEN
2378: Rectangle, x_up_left = 108, y_up_left = 148, x_down_right = 142, y_down_right = 12, perimeter = 340, color = VIOLET
2379: Rectangle, x_up_left = 124, y_up_left = 172, x_down_right = 183, y_down_right = 61, perimeter = 340, color = BLUE
2380: Rectangle, x_up_left = 36, y_up_left = 72, x_down_right = 200, y_down_right = 66, perimeter = 340, color = BLUE
2381: Rectangle, x_up_left = 28, y_up_left = 179, x_down_right = 183, y_down_right = 164, perimeter = 340, color = LIGHT_BLUE
2382: Triangle, x1 = 102, y1 = 36, x2 = 174, y2 = 84, x3 = 24, y3 = 5, perimeter = 339.999, color = BLUE
2383: Triangle, x1 = 158, y1 = 130, x2 = 128, y2 = 76, x3 = 30, y3 = 178, perimeter = 339.927, color = RED
2384: Triangle, x1 = 138, y1 = 187, x2 = 71, y2 = 32, x3 = 136, y3 = 157, perimeter = 339.818, color = VIOLET
2385: Triangle, x1 = 5, y1 = 125, x2 = 69, y2 = 118, x3 = 165, y3 = 170, perimeter = 339.768, color = VIOLET
2386: Triangle, x1 = 40, y1 = 60, x2 = 141, y2 = 77, x3 = 168, y3 = 152, perimeter = 339.765, color = ORANGE
2387: Triangle, x1 = 37, y1 = 20, x2 = 90, y2 = 70, x3 = 178, y3 = 113, perimeter = 339.715, color = YELLOW
2388: Triangle, x1 = 2, y1 = 105, x2 = 159, y2 = 156, x3 = 87, y3 = 162, perimeter = 339.668, color = LIGHT_BLUE
2389: Triangle, x1 = 102, y1 = 141, x2 = 45, y2 = 16, x3 = 153, y3 = 101, perimeter = 339.635, color = ORANGE
2390: Triangle, x1 = 28, y1 = 34, x2 = 141, y2 = 160, x3 = 85, y3 = 112, perimeter = 339.612, color = GREEN
2391: Triangle, x1 = 25, y1 = 125, x2 = 123, y2 = 46, x3 = 151, y3 = 129, perimeter = 339.536, color = ORANGE
2392: Triangle, x1 = 179, y1 = 54, x2 = 119, y2 = 121, x3 = 64, y3 = 8, perimeter = 339.472, color = YELLOW
2393: Triangle, x1 = 112, y1 = 199, x2 = 103, y2 = 113, x3 = 83, y3 = 32, perimeter = 339.402, color = YELLOW
2394: Triangle, x1 = 83, y1 = 42, x2 = 34, y2 = 55, x3 = 152, y3 = 156, perimeter = 339.273, color = LIGHT_BLUE
2395: Triangle, x1 = 29, y1 = 51, x2 = 140, y2 = 133, x3 = 166, y3 = 151, perimeter = 339.241, color = YELLOW
2396: Circle, x = 9, y = 112, radius = 54, perimeter = 339.12, color = GREEN
2397: Circle, x = 190, y = 104, radius = 54, perimeter = 339.12, color = VIOLET
2398: Circle, x = 180, y = 29, radius = 54, perimeter = 339.12, color = GREEN
2399: Circle, x = 34, y = 138, radius = 54, perimeter = 339.12, color = LIGHT_BLUE
2400: Circle, x = 46, y = 136, radius = 54, perimeter = 339.12, color = BLUE
2401: Circle, x = 90, y = 185, radius = 54, perimeter = 339.12, color = VIOLET
2402: Circle, x = 200, y = 31, radius = 54, perimeter = 339.12, color = GREEN
2403: Circle, x = 108, y = 98, radius = 54, perimeter = 339.12, color = BLUE
2404: Triangle, x1 = 143, y1 = 94, x2 = 3, y2 = 65, x3 = 52, y3 = 11, perimeter = 339.056, color = BLUE
2405: Triangle, x1 = 163, y1 = 40, x2 = 109, y2 = 144, x3 = 65, y3 = 29, perimeter = 338.929, color = RED
2406: Triangle, x1 = 139, y1 = 75, x2 = 58, y2 = 142, x3 = 11, y3 = 50, perimeter = 338.848, color = ORANGE
2407: Triangle, x1 = 183, y1 = 42, x2 = 95, y2 = 139, x3 = 106, y3 = 184, perimeter = 338.828, color = LIGHT_BLUE
2408: Triangle, x1 = 134, y1 = 42, x2 = 88, y2 = 160, x3 = 58, y3 = 192, perimeter = 338.667, color = ORANGE
2409: Triangle, x1 = 48, y1 = 34, x2 = 19, y2 = 117, x3 = 117, y3 = 160, perimeter = 338.595, color = VIOLET
2410: Triangle, x1 = 84, y1 = 39, x2 = 88, y2 = 182, x3 = 25, y3 = 148, perimeter = 338.589, color = BLUE
2411: Triangle, x1 = 194, y1 = 25, x2 = 195, y2 = 143, x3 = 103, y3 = 104, perimeter = 338.436, color = RED
2412: Triangle, x1 = 120, y1 = 36, x2 = 148, y2 = 29, x3 = 23, y3 = 140, perimeter = 338.247, color = BLUE
2413: Rectangle, x_up_left = 34, y_up_left = 127, x_down_right = 177, y_down_right = 101, perimeter = 338, color = YELLOW
2414: Rectangle, x_up_left = 26, y_up_left = 126, x_down_right = 93, y_down_right = 24, perimeter = 338, color = ORANGE
2415: Rectangle, x_up_left = 54, y_up_left = 120, x_down_right = 159, y_down_right = 56, perimeter = 338, color = BLUE
2416: Rectangle, x_up_left = 83, y_up_left = 170, x_down_right = 197, y_down_right = 115, perimeter = 338, color = YELLOW
2417: Triangle, x1 = 110, y1 = 116, x2 = 118, y2 = 22, x3 = 4, y3 = 46, perimeter = 337.866, color = VIOLET
2418: Triangle, x1 = 44, y1 = 144, x2 = 144, y2 = 101, x3 = 199, y3 = 77, perimeter = 337.722, color = LIGHT_BLUE
2419: Triangle, x1 = 155, y1 = 48, x2 = 17, y2 = 91, x3 = 61, y3 = 137, perimeter = 337.648, color = YELLOW
2420: Triangle, x1 = 116, y1 = 135, x2 = 129, y2 = 71, x3 = 35, y3 = 2, perimeter = 337.637, color = RED
2421: Triangle, x1 = 121, y1 = 36, x2 = 140, y2 = 199, x3 = 139, y3 = 47, perimeter = 337.202, color = RED
2422: Triangle, x1 = 103, y1 = 46, x2 = 11, y2 = 153, x3 = 63, y3 = 178, perimeter = 336.738, color = ORANGE
2423: Triangle, x1 = 176, y1 = 112, x2 = 175, y2 = 186, x3 = 50, y3 = 160, perimeter = 336.515, color = VIOLET
2424: Triangle, x1 = 175, y1 = 130, x2 = 43, y2 = 105, x3 = 122, y3 = 194, perimeter = 336.447, color = GREEN
2425: Triangle, x1 = 161, y1 = 95, x2 = 16, y2 = 138, x3 = 120, y3 = 59, perimeter = 336.406, color = RED
2426: Triangle, x1 = 34, y1 = 153, x2 = 174, y2 = 113, x3 = 147, y3 = 182, perimeter = 336.359, color = RED
2427: Triangle, x1 = 133, y1 = 186, x2 = 121, y2 = 74, x3 = 183, y3 = 41, perimeter = 336.255, color = YELLOW
2428: Rectangle, x_up_left = 21, y_up_left = 159, x_down_right = 106, y_down_right = 76, perimeter = 336, color = YELLOW
2429: Rectangle, x_up_left = 56, y_up_left = 88, x_down_right = 138, y_down_right = 2, perimeter = 336, color = GREEN
2430: Rectangle, x_up_left = 31, y_up_left = 137, x_down_right = 102, y_down_right = 40, perimeter = 336, color = GREEN
2431: Rectangle, x_up_left = 53, y_up_left = 177, x_down_right = 197, y_down_right = 153, perimeter = 336, color = VIOLET
2432: Rectangle, x_up_left = 15, y_up_left = 196, x_down_right = 145, y_down_right = 158, perimeter = 336, color = VIOLET
2433: Rectangle, x_up_left = 13, y_up_left = 159, x_down_right = 151, y_down_right = 129, perimeter = 336, color = YELLOW
2434: Triangle, x1 = 188, y1 = 138, x2 = 60, y2 = 115, x3 = 113, y3 = 46, perimeter = 335.753, color = LIGHT_BLUE
2435: Triangle, x1 = 59, y1 = 137, x2 = 97, y2 = 5, x3 = 4, y3 = 85, perimeter = 335.725, color = VIOLET
2436: Triangle, x1 = 136, y1 = 4, x2 = 70, y2 = 41, x3 = 195, y3 = 107, perimeter = 335.719, color = YELLOW
2437: Triangle, x1 = 128, y1 = 43, x2 = 198, y2 = 84, x3 = 38, y3 = 70, perimeter = 335.697, color = ORANGE
2438: Triangle, x1 = 122, y1 = 142, x2 = 66, y2 = 4, x3 = 36, y3 = 77, perimeter = 335.654, color = BLUE
2439: Triangle, x1 = 154, y1 = 107, x2 = 57, y2 = 85, x3 = 14, y3 = 25, perimeter = 335.528, color = VIOLET
2440: Triangle, x1 = 102, y1 = 23, x2 = 161, y2 = 45, x3 = 97, y3 = 162, perimeter = 335.419, color = ORANGE
2441: Triangle, x1 = 26, y1 = 126, x2 = 28, y2 = 84, x3 = 170, y3 = 130, perimeter = 335.368, color = VIOLET
2442: Triangle, x1 = 52, y1 = 19, x2 = 152, y2 = 105, x3 = 33, y3 = 101, perimeter = 335.134, color = BLUE
2443: Triangle, x1 = 107, y1 = 93, x2 = 167, y2 = 71, x3 = 16, y3 = 143, perimeter = 335.025, color = VIOLET
2444: Triangle, x1 = 95, y1 = 178, x2 = 128, y2 = 134, x3 = 115, y3 = 17, perimeter = 334.957, color = VIOLET
2445: Triangle, x1 = 155, y1 = 29, x2 = 177, y2 = 194, x3 = 151, y3 = 95, perimeter = 334.939, color = VIOLET
2446: Triangle, x1 = 91, y1 = 22, x2 = 98, y2 = 135, x3 = 70, y3 = 185, perimeter = 334.87, color = LIGHT_BLUE
2447: Triangle, x1 = 8, y1 = 62, x2 = 51, y2 = 49, x3 = 83, y3 = 188, perimeter = 334.19, color = VIOLET
2448: Rectangle, x_up_left = 23, y_up_left = 191, x_down_right = 176, y_down_right = 177, perimeter = 334, color = LIGHT_BLUE
2449: Rectangle, x_up_left = 20, y_up_left = 180, x_down_right = 130, y_down_right = 123, perimeter = 334, color = YELLOW
2450: Rectangle, x_up_left = 37, y_up_left = 79, x_down_right = 182, y_down_right = 57, perimeter = 334, color = VIOLET
2451: Rectangle, x_up_left = 10, y_up_left = 191, x_down_right = 117, y_down_right = 131, perimeter = 334, color = GREEN
2452: Rectangle, x_up_left = 9, y_up_left = 105, x_down_right = 85, y_down_right = 14, perimeter = 334, color = GREEN
2453: Triangle, x1 = 84, y1 = 109, x2 = 167, y2 = 135, x3 = 13, y3 = 164, perimeter = 333.495, color = VIOLET
2454: Triangle, x1 = 101, y1 = 5, x2 = 95, y2 = 171, x3 = 88, y3 = 82, perimeter = 333.473, color = BLUE
2455: Triangle, x1 = 84, y1 = 54, x2 = 63, y2 = 154, x3 = 162, y3 = 160, perimeter = 332.968, color = BLUE
2456: Triangle, x1 = 10, y1 = 71, x2 = 116, y2 = 192, x3 = 106, y3 = 138, perimeter = 332.85, color = YELLOW
2457: Circle, x = 140, y = 10, radius = 53, perimeter = 332.84, color = BLUE
2458: Circle, x = 187, y = 135, radius = 53, perimeter = 332.84, color = YELLOW
2459: Circle, x = 40, y = 2, radius = 53, perimeter = 332.84, color = BLUE
2460: Circle, x = 168, y = 61, radius = 53, perimeter = 332.84, color = RED
2461: Circle, x = 159, y = 127, radius = 53, perimeter = 332.84, color = LIGHT_BLUE
2462: Circle, x = 57, y = 133, radius = 53, perimeter = 332.84, color = ORANGE
2463: Circle, x = 96, y = 117, radius = 53, perimeter = 332.84, color = GREEN
2464: Triangle, x1 = 29, y1 = 27, x2 = 133, y2 = 107, x3 = 5, y3 = 96, perimeter = 332.736, color = ORANGE
2465: Triangle, x1 = 5, y1 = 21, x2 = 11, y2 = 151, x3 = 74, y3 = 35, perimeter = 332.548, color = BLUE
2466: Triangle, x1 = 105, y1 = 23, x2 = 146, y2 = 184, x3 = 107, y3 = 33, perimeter = 332.292, color = RED
2467: Triangle, x1 = 133, y1 = 89, x2 = 189, y2 = 97, x3 = 38, y3 = 153, perimeter = 332.165, color = VIOLET
2468: Rectangle, x_up_left = 10, y_up_left = 169, x_down_right = 167, y_down_right = 160, perimeter = 332, color = VIOLET
2469: Rectangle, x_up_left = 98, y_up_left = 168, x_down_right = 146, y_down_right = 50, perimeter = 332, color = BLUE
2470: Rectangle, x_up_left = 54, y_up_left = 112, x_down_right = 174, y_down_right = 66, perimeter = 332, color = VIOLET
2471: Rectangle, x_up_left = 65, y_up_left = 146, x_down_right = 103, y_down_right = 18, perimeter = 332, color = RED
2472: Rectangle, x_up_left = 7, y_up_left = 157, x_down_right = 160, y_down_right = 144, perimeter = 332, color = VIOLET
2473: Rectangle, x_up_left = 62, y_up_left = 166, x_down_right = 162, y_down_right = 100, perimeter = 332, color = RED
2474: Rectangle, x_up_left = 14, y_up_left = 56, x_down_right = 135, y_down_right = 11, perimeter = 332, color = RED
2475: Triangle, x1 = 154, y1 = 114, x2 = 35, y2 = 1, x3 = 109, y3 = 47, perimeter = 331.945, color = BLUE
2476: Triangle, x1 = 35, y1 = 172, x2 = 167, y2 = 73, x3 = 123, y3 = 93, perimeter = 331.59, color = VIOLET
2477: Triangle, x1 = 39, y1 = 86, x2 = 120, y2 = 18, x3 = 31, y3 = 151, perimeter = 331.281, color = YELLOW
2478: Triangle, x1 = 30, y1 = 93, x2 = 61, y2 = 150, x3 = 106, y3 = 6, perimeter = 331.273, color = VIOLET
2479: Triangle, x1 = 46, y1 = 87, x2 = 166, y2 = 166, x3 = 147, y3 = 198, perimeter = 330.959, color = LIGHT_BLUE
2480: Triangle, x1 = 152, y1 = 195, x2 = 65, y2 = 55, x3 = 132, y3 = 177, perimeter = 330.924, color = ORANGE
2481: Triangle, x1 = 59, y1 = 147, x2 = 19, y2 = 35, x3 = 127, y3 = 82, perimeter = 330.781, color = RED
2482: Triangle, x1 = 127, y1 = 176, x2 = 158, y2 = 114, x3 = 49, y3 = 60, perimeter = 330.747, color = LIGHT_BLUE
2483: Triangle, x1 = 5, y1 = 122, x2 = 12, y2 = 143, x3 = 147, y3 = 200, perimeter = 330.688, color = GREEN
2484: Triangle, x1 = 145, y1 = 187, x2 = 187, y2 = 150, x3 = 30, y3 = 166, perimeter = 330.688, color = GREEN
2485: Triangle, x1 = 75, y1 = 6, x2 = 75, y2 = 169, x3 = 57, y3 = 120, perimeter = 330.614, color = RED
2486: Triangle, x1 = 144, y1 = 77, x2 = 69, y2 = 191, x3 = 149, y3 = 191, perimeter = 330.568, color = VIOLET
2487: Triangle, x1 = 28, y1 = 60, x2 = 192, y2 = 73, x3 = 64, y3 = 54, perimeter = 330.413, color = RED
2488: Triangle, x1 = 141, y1 = 90, x2 = 26, y2 = 14, x3 = 69, y3 = 120, perimeter = 330.234, color = BLUE
2489: Triangle, x1 = 41, y1 = 61, x2 = 116, y2 = 119, x3 = 1, y3 = 2, perimeter = 330.146, color = VIOLET
2490: Triangle, x1 = 163, y1 = 149, x2 = 22, y2 = 163, x3 = 151, y3 = 104, perimeter = 330.118, color = VIOLET
2491: Triangle, x1 = 196, y1 = 145, x2 = 44, y2 = 81, x3 = 90, y3 = 105, perimeter = 330.105, color = ORANGE
2492: Triangle, x1 = 95, y1 = 43, x2 = 12, y2 = 153, x3 = 83, y3 = 163, perimeter = 330.1, color = RED
2493: Rectangle, x_up_left = 9, y_up_left = 120, x_down_right = 149, y_down_right = 95, perimeter = 330, color = RED
2494: Rectangle, x_up_left = 54, y_up_left = 111, x_down_right = 116, y_down_right = 8, perimeter = 330, color = RED
2495: Rectangle, x_up_left = 50, y_up_left = 134, x_down_right = 89, y_down_right = 8, perimeter = 330, color = RED
2496: Rectangle, x_up_left = 18, y_up_left = 164, x_down_right = 144, y_down_right = 125, perimeter = 330, color = RED
2497: Rectangle, x_up_left = 91, y_up_left = 193, x_down_right = 97, y_down_right = 34, perimeter = 330, color = YELLOW
2498: Rectangle, x_up_left = 19, y_up_left = 144, x_down_right = 158, y_down_right = 118, perimeter = 330, color = LIGHT_BLUE
2499: Rectangle, x_up_left = 24, y_up_left = 193, x_down_right = 68, y_down_right = 72, perimeter = 330, color = YELLOW
2500: Rectangle, x_up_left = 11, y_up_left = 193, x_down_right = 124, y_down_right = 141, perimeter = 330, color = GREEN
2501: Rectangle, x_up_left = 29, y_up_left = 88, x_down_right = 152, y_down_right = 46, perimeter = 330, color = GREEN
2502: Triangle, x1 = 74, y1 = 42, x2 = 24, y2 = 199, x3 = 49, y3 = 109, perimeter = 329.689, color = ORANGE
2503: Triangle, x1 = 190, y1 = 85, x2 = 72, y2 = 199, x3 = 112, y3 = 174, perimeter = 329.586, color = GREEN
2504: Triangle, x1 = 14, y1 = 142, x2 = 13, y2 = 114, x3 = 143, y3 = 52, perimeter = 329.338, color = BLUE
