Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
4856: Triangle, x1 = 86, y1 = 110, x2 = 92, y2 = 154, x3 = 180, y3 = 18, perimeter = 337.924, color = LIGHT_BLUE
4857: Triangle, x1 = 25, y1 = 128, x2 = 123, y2 = 109, x3 = 173, y3 = 175, perimeter = 337.909, color = RED
4858: Triangle, x1 = 11, y1 = 47, x2 = 91, y2 = 119, x3 = 126, y3 = 170, perimeter = 337.87, color = ORANGE
4859: Triangle, x1 = 76, y1 = 20, x2 = 33, y2 = 58, x3 = 25, y3 = 175, perimeter = 337.833, color = BLUE
4860: Triangle, x1 = 111, y1 = 162, x2 = 76, y2 = 79, x3 = 151, y3 = 17, perimeter = 337.803, color = LIGHT_BLUE
4861: Triangle, x1 = 172, y1 = 181, x2 = 36, y2 = 90, x3 = 133, y3 = 120, perimeter = 337.572, color = YELLOW
4862: Triangle, x1 = 93, y1 = 21, x2 = 49, y2 = 90, x3 = 30, y3 = 176, perimeter = 337.223, color = GREEN
4863: Triangle, x1 = 149, y1 = 133, x2 = 87, y2 = 54, x3 = 197, y3 = 21, perimeter = 337.12, color = ORANGE
4864: Triangle, x1 = 46, y1 = 99, x2 = 47, y2 = 179, x3 = 161, y3 = 184, perimeter = 337.119, color = BLUE
4865: Triangle, x1 = 11, y1 = 82, x2 = 162, y2 = 39, x3 = 123, y3 = 94, perimeter = 337.068, color = GREEN
4866: Triangle, x1 = 59, y1 = 170, x2 = 158, y2 = 177, x3 = 73, y3 = 70, perimeter = 336.875, color = RED
4867: Triangle, x1 = 161, y1 = 14, x2 = 13, y2 = 74, x3 = 105, y3 = 78, perimeter = 336.828, color = VIOLET
4868: Triangle, x1 = 179, y1 = 1, x2 = 48, y2 = 7, x3 = 187, y3 = 58, perimeter = 336.757, color = RED
4869: Triangle, x1 = 87, y1 = 84, x2 = 165, y2 = 44, x3 = 198, y3 = 156, perimeter = 336.725, color = YELLOW
4870: Triangle, x1 = 70, y1 = 180, x2 = 93, y2 = 96, x3 = 63, y3 = 16, perimeter = 336.681, color = RED
4871: Triangle, x1 = 188, y1 = 32, x2 = 49, y2 = 126, x3 = 174, y3 = 49, perimeter = 336.636, color = RED
4872: Triangle, x1 = 32, y1 = 25, x2 = 189, y2 = 34, x3 = 200, y3 = 34, perimeter = 336.499, color = BLUE
4873: Triangle, x1 = 66, y1 = 103, x2 = 164, y2 = 33, x3 = 13, y3 = 82, perimeter = 336.193, color = LIGHT_BLUE
4874: Triangle, x1 = 92, y1 = 154, x2 = 1, y2 = 43, x3 = 1, y3 = 144, perimeter = 336.082, color = ORANGE
4875: Triangle, x1 = 29, y1 = 131, x2 = 179, y2 = 85, x3 = 154, y3 = 133, perimeter = 336.031, color = GREEN
4876: Rectangle, x_up_left = 3, y_up_left = 96, x_down_right = 105, y_down_right = 30, perimeter = 336, color = GREEN
4877: Rectangle, x_up_left = 62, y_up_left = 184, x_down_right = 160, y_down_right = 114, perimeter = 336, color = LIGHT_BLUE
4878: Rectangle, x_up_left = 3, y_up_left = 139, x_down_right = 134, y_down_right = 102, perimeter = 336, color = GREEN
4879: Rectangle, x_up_left = 20, y_up_left = 179, x_down_right = 51, y_down_right = 42, perimeter = 336, color = BLUE
4880: Rectangle, x_up_left = 91, y_up_left = 182, x_down_right = 157, y_down_right = 80, perimeter = 336, color = RED
4881: Rectangle, x_up_left = 62, y_up_left = 119, x_down_right = 153, y_down_right = 42, perimeter = 336, color = LIGHT_BLUE
4882: Rectangle, x_up_left = 17, y_up_left = 188, x_down_right = 111, y_down_right = 114, perimeter = 336, color = VIOLET
4883: Rectangle, x_up_left = 30, y_up_left = 111, x_down_right = 96, y_down_right = 9, perimeter = 336, color = ORANGE
4884: Rectangle, x_up_left = 5, y_up_left = 188, x_down_right = 88, y_down_right = 103, perimeter = 336, color = YELLOW
4885: Rectangle, x_up_left = 46, y_up_left = 192, x_down_right = 188, y_down_right = 166, perimeter = 336, color = YELLOW
4886: Rectangle, x_up_left = 143, y_up_left = 193, x_down_right = 166, y_down_right = 48, perimeter = 336, color = GREEN
4887: Rectangle, x_up_left = 1, y_up_left = 162, x_down_right = 135, y_down_right = 128, perimeter = 336, color = VIOLET
4888: Rectangle, x_up_left = 4, y_up_left = 70, x_down_right = 121, y_down_right = 19, perimeter = 336, color = YELLOW
4889: Rectangle, x_up_left = 36, y_up_left = 50, x_down_right = 162, y_down_right = 8, perimeter = 336, color = GREEN
4890: Rectangle, x_up_left = 47, y_up_left = 189, x_down_right = 152, y_down_right = 126, perimeter = 336, color = BLUE
4891: Rectangle, x_up_left = 72, y_up_left = 148, x_down_right = 169, y_down_right = 77, perimeter = 336, color = RED
4892: Rectangle, x_up_left = 63, y_up_left = 126, x_down_right = 132, y_down_right = 27, perimeter = 336, color = ORANGE
4893: Rectangle, x_up_left = 91, y_up_left = 123, x_down_right = 194, y_down_right = 58, perimeter = 336, color = ORANGE
4894: Rectangle, x_up_left = 41, y_up_left = 69, x_down_right = 185, y_down_right = 45, perimeter = 336, color = BLUE
4895: Rectangle, x_up_left = 61, y_up_left = 116, x_down_right = 122, y_down_right = 9, perimeter = 336, color = BLUE
4896: Triangle, x1 = 194, y1 = 192, x2 = 133, y2 = 41, x3 = 126, y3 = 96, perimeter = 335.943, color = YELLOW
4897: Triangle, x1 = 184, y1 = 188, x2 = 38, y2 = 119, x3 = 54, y3 = 106, perimeter = 335.8, color = ORANGE
4898: Triangle, x1 = 162, y1 = 54, x2 = 166, y2 = 195, x3 = 103, y3 = 82, perimeter = 335.739, color = LIGHT_BLUE
4899: Triangle, x1 = 100, y1 = 30, x2 = 63, y2 = 42, x3 = 176, y3 = 149, perimeter = 335.717, color = GREEN
4900: Triangle, x1 = 127, y1 = 141, x2 = 11, y2 = 172, x3 = 20, y3 = 80, perimeter = 335.677, color = GREEN
4901: Triangle, x1 = 9, y1 = 161, x2 = 143, y2 = 78, x3 = 124, y3 = 135, perimeter = 335.609, color = GREEN
4902: Triangle, x1 = 10, y1 = 66, x2 = 173, y2 = 88, x3 = 37, y3 = 52, perimeter = 335.576, color = GREEN
4903: Triangle, x1 = 95, y1 = 82, x2 = 61, y2 = 22, x3 = 170, y3 = 148, perimeter = 335.473, color = VIOLET
4904: Triangle, x1 = 76, y1 = 129, x2 = 6, y2 = 149, x3 = 157, y3 = 78, perimeter = 335.379, color = YELLOW
4905: Triangle, x1 = 40, y1 = 177, x2 = 157, y2 = 86, x3 = 32, y3 = 196, perimeter = 335.347, color = YELLOW
4906: Triangle, x1 = 185, y1 = 6, x2 = 113, y2 = 111, x3 = 63, y3 = 106, perimeter = 335.311, color = YELLOW
4907: Triangle, x1 = 50, y1 = 64, x2 = 149, y2 = 176, x3 = 72, y3 = 42, perimeter = 335.143, color = VIOLET
4908: Triangle, x1 = 160, y1 = 73, x2 = 46, y2 = 156, x3 = 130, y3 = 36, perimeter = 335.127, color = YELLOW
4909: Triangle, x1 = 39, y1 = 44, x2 = 67, y2 = 80, x3 = 191, y3 = 24, perimeter = 334.976, color = GREEN
4910: Triangle, x1 = 117, y1 = 13, x2 = 11, y2 = 69, x3 = 167, y3 = 38, perimeter = 334.835, color = ORANGE
4911: Triangle, x1 = 87, y1 = 166, x2 = 52, y2 = 89, x3 = 162, y3 = 54, perimeter = 334.808, color = ORANGE
4912: Triangle, x1 = 200, y1 = 26, x2 = 54, y2 = 27, x3 = 193, y3 = 69, perimeter = 334.776, color = ORANGE
4913: Triangle, x1 = 62, y1 = 88, x2 = 120, y2 = 51, x3 = 7, y3 = 172, perimeter = 334.761, color = ORANGE
4914: Triangle, x1 = 52, y1 = 63, x2 = 153, y2 = 24, x3 = 3, y3 = 97, perimeter = 334.729, color = VIOLET
4915: Triangle, x1 = 3, y1 = 41, x2 = 132, y2 = 71, x3 = 65, y3 = 133, perimeter = 334.669, color = LIGHT_BLUE
4916: Triangle, x1 = 141, y1 = 126, x2 = 103, y2 = 199, x3 = 105, y3 = 40, perimeter = 334.542, color = BLUE
4917: Triangle, x1 = 34, y1 = 15, x2 = 180, y2 = 79, x3 = 69, y3 = 68, perimeter = 334.469, color = VIOLET
4918: Triangle, x1 = 128, y1 = 129, x2 = 42, y2 = 34, x3 = 11, y3 = 117, perimeter = 334.358, color = GREEN
4919: Triangle, x1 = 130, y1 = 40, x2 = 96, y2 = 180, x3 = 61, y3 = 179, perimeter = 334.267, color = BLUE
4920: Triangle, x1 = 115, y1 = 33, x2 = 153, y2 = 30, x3 = 15, y3 = 119, perimeter = 334.222, color = BLUE
4921: Triangle, x1 = 51, y1 = 138, x2 = 179, y2 = 72, x3 = 50, y3 = 77, perimeter = 334.119, color = ORANGE
4922: Rectangle, x_up_left = 157, y_up_left = 158, x_down_right = 174, y_down_right = 8, perimeter = 334, color = LIGHT_BLUE
4923: Rectangle, x_up_left = 3, y_up_left = 91, x_down_right = 123, y_down_right = 44, perimeter = 334, color = ORANGE
4924: Rectangle, x_up_left = 82, y_up_left = 189, x_down_right = 137, y_down_right = 77, perimeter = 334, color = LIGHT_BLUE
4925: Rectangle, x_up_left = 11, y_up_left = 100, x_down_right = 79, y_down_right = 1, perimeter = 334, color = VIOLET
4926: Rectangle, x_up_left = 148, y_up_left = 127, x_down_right = 195, y_down_right = 7, perimeter = 334, color = BLUE
4927: Rectangle, x_up_left = 6, y_up_left = 145, x_down_right = 59, y_down_right = 31, perimeter = 334, color = BLUE
4928: Rectangle, x_up_left = 34, y_up_left = 151, x_down_right = 140, y_down_right = 90, perimeter = 334, color = LIGHT_BLUE
4929: Rectangle, x_up_left = 71, y_up_left = 181, x_down_right = 119, y_down_right = 62, perimeter = 334, color = ORANGE
4930: Rectangle, x_up_left = 78, y_up_left = 68, x_down_right = 185, y_down_right = 8, perimeter = 334, color = ORANGE
4931: Rectangle, x_up_left = 62, y_up_left = 198, x_down_right = 104, y_down_right = 73, perimeter = 334, color = GREEN
4932: Rectangle, x_up_left = 23, y_up_left = 116, x_down_right = 106, y_down_right = 32, perimeter = 334, color = RED
4933: Rectangle, x_up_left = 26, y_up_left = 178, x_down_right = 97, y_down_right = 82, perimeter = 334, color = LIGHT_BLUE
4934: Rectangle, x_up_left = 49, y_up_left = 139, x_down_right = 134, y_down_right = 57, perimeter = 334, color = YELLOW
4935: Rectangle, x_up_left = 3, y_up_left = 173, x_down_right = 42, y_down_right = 45, perimeter = 334, color = RED
4936: Rectangle, x_up_left = 43, y_up_left = 96, x_down_right = 191, y_down_right = 77, perimeter = 334, color = VIOLET
4937: Rectangle, x_up_left = 165, y_up_left = 190, x_down_right = 182, y_down_right = 40, perimeter = 334, color = LIGHT_BLUE
4938: Rectangle, x_up_left = 127, y_up_left = 157, x_down_right = 188, y_down_right = 51, perimeter = 334, color = LIGHT_BLUE
4939: Rectangle, x_up_left = 11, y_up_left = 131, x_down_right = 55, y_down_right = 8, perimeter = 334, color = ORANGE
4940: Rectangle, x_up_left = 80, y_up_left = 180, x_down_right = 99, y_down_right = 32, perimeter = 334, color = VIOLET
4941: Triangle, x1 = 101, y1 = 73, x2 = 39, y2 = 43, x3 = 183, y3 = 127, perimeter = 333.77, color = ORANGE
4942: Triangle, x1 = 35, y1 = 146, x2 = 166, y2 = 115, x3 = 166, y3 = 179, perimeter = 333.711, color = VIOLET
4943: Triangle, x1 = 143, y1 = 168, x2 = 200, y2 = 31, x3 = 110, y3 = 117, perimeter = 333.613, color = RED
4944: Triangle, x1 = 35, y1 = 101, x2 = 63, y2 = 35, x3 = 81, y3 = 193, perimeter = 333.575, color = LIGHT_BLUE
4945: Triangle, x1 = 91, y1 = 139, x2 = 30, y2 = 131, x3 = 33, y3 = 5, perimeter = 333.572, color = LIGHT_BLUE
4946: Triangle, x1 = 15, y1 = 8, x2 = 145, y2 = 63, x3 = 144, y3 = 98, perimeter = 333.463, color = GREEN
4947: Triangle, x1 = 172, y1 = 110, x2 = 41, y2 = 133, x3 = 115, y3 = 196, perimeter = 333.364, color = LIGHT_BLUE
4948: Triangle, x1 = 102, y1 = 164, x2 = 32, y2 = 151, x3 = 79, y3 = 32, perimeter = 333.131, color = ORANGE
4949: Triangle, x1 = 64, y1 = 136, x2 = 183, y2 = 180, x3 = 30, y3 = 115, perimeter = 333.071, color = LIGHT_BLUE
4950: Triangle, x1 = 72, y1 = 159, x2 = 134, y2 = 52, x3 = 191, y3 = 108, perimeter = 333.039, color = LIGHT_BLUE
4951: Triangle, x1 = 111, y1 = 22, x2 = 111, y2 = 144, x3 = 31, y3 = 44, perimeter = 333.032, color = BLUE
4952: Triangle, x1 = 115, y1 = 162, x2 = 15, y2 = 189, x3 = 41, y3 = 76, perimeter = 332.988, color = BLUE
4953: Triangle, x1 = 89, y1 = 11, x2 = 4, y2 = 21, x3 = 39, y3 = 132, perimeter = 332.897, color = ORANGE
4954: Triangle, x1 = 139, y1 = 102, x2 = 135, y2 = 33, x3 = 88, y3 = 189, perimeter = 332.889, color = VIOLET
4955: Triangle, x1 = 24, y1 = 12, x2 = 174, y2 = 61, x3 = 103, y3 = 77, perimeter = 332.884, color = BLUE
4956: Triangle, x1 = 70, y1 = 181, x2 = 78, y2 = 15, x3 = 67, y3 = 114, perimeter = 332.869, color = ORANGE
4957: Triangle, x1 = 129, y1 = 51, x2 = 112, y2 = 57, x3 = 7, y3 = 163, perimeter = 332.843, color = ORANGE
4958: Circle, x = 52, y = 35, radius = 53, perimeter = 332.84, color = RED
4959: Circle, x = 102, y = 24, radius = 53, perimeter = 332.84, color = RED
4960: Circle, x = 161, y = 74, radius = 53, perimeter = 332.84, color = BLUE
4961: Circle, x = 150, y = 198, radius = 53, perimeter = 332.84, color = GREEN
4962: Circle, x = 182, y = 160, radius = 53, perimeter = 332.84, color = LIGHT_BLUE
4963: Circle, x = 98, y = 196, radius = 53, perimeter = 332.84, color = LIGHT_BLUE
4964: Circle, x = 28, y = 179, radius = 53, perimeter = 332.84, color = RED
4965: Circle, x = 66, y = 152, radius = 53, perimeter = 332.84, color = LIGHT_BLUE
4966: Circle, x = 10, y = 170, radius = 53, perimeter = 332.84, color = ORANGE
4967: Circle, x = 7, y = 186, radius = 53, perimeter = 332.84, color = BLUE
4968: Circle, x = 82, y = 22, radius = 53, perimeter = 332.84, color = RED
4969: Circle, x = 194, y = 106, radius = 53, perimeter = 332.84, color = YELLOW
4970: Circle, x = 66, y = 163, radius = 53, perimeter = 332.84, color = YELLOW
4971: Circle, x = 154, y = 122, radius = 53, perimeter = 332.84, color = GREEN
4972: Circle, x = 55, y = 140, radius = 53, perimeter = 332.84, color = YELLOW
4973: Circle, x = 99, y = 186, radius = 53, perimeter = 332.84, color = RED
4974: Circle, x = 53, y = 42, radius = 53, perimeter = 332.84, color = RED
4975: Circle, x = 93, y = 151, radius = 53, perimeter = 332.84, color = GREEN
4976: Circle, x = 153, y = 193, radius = 53, perimeter = 332.84, color = VIOLET
4977: Triangle, x1 = 144, y1 = 62, x2 = 118, y2 = 92, x3 = 3, y3 = 148, perimeter = 332.766, color = LIGHT_BLUE
4978: Triangle, x1 = 150, y1 = 38, x2 = 34, y2 = 63, x3 = 153, y3 = 120, perimeter = 332.665, color = VIOLET
4979: Triangle, x1 = 160, y1 = 10, x2 = 145, y2 = 92, x3 = 101, y3 = 164, perimeter = 332.656, color = RED
4980: Triangle, x1 = 69, y1 = 186, x2 = 112, y2 = 160, x3 = 104, y3 = 34, perimeter = 332.481, color = RED
4981: Triangle, x1 = 74, y1 = 137, x2 = 9, y2 = 58, x3 = 148, y3 = 128, perimeter = 332.48, color = ORANGE
4982: Triangle, x1 = 139, y1 = 9, x2 = 69, y2 = 142, x3 = 154, y3 = 90, perimeter = 332.318, color = ORANGE
4983: Triangle, x1 = 95, y1 = 30, x2 = 180, y2 = 125, x3 = 138, y3 = 168, perimeter = 332.128, color = YELLOW
4984: Triangle, x1 = 36, y1 = 158, x2 = 108, y2 = 78, x3 = 9, y3 = 42, perimeter = 332.072, color = RED
4985: Rectangle, x_up_left = 15, y_up_left = 148, x_down_right = 173, y_down_right = 140, perimeter = 332, color = ORANGE
4986: Rectangle, x_up_left = 2, y_up_left = 110, x_down_right = 127, y_down_right = 69, perimeter = 332, color = BLUE
4987: Rectangle, x_up_left = 16, y_up_left = 92, x_down_right = 139, y_down_right = 49, perimeter = 332, color = GREEN
4988: Rectangle, x_up_left = 17, y_up_left = 120, x_down_right = 112, y_down_right = 49, perimeter = 332, color = RED
4989: Rectangle, x_up_left = 75, y_up_left = 84, x_down_right = 173, y_down_right = 16, perimeter = 332, color = BLUE
4990: Rectangle, x_up_left = 65, y_up_left = 152, x_down_right = 191, y_down_right = 112, perimeter = 332, color = BLUE
4991: Rectangle, x_up_left = 11, y_up_left = 56, x_down_right = 172, y_down_right = 51, perimeter = 332, color = YELLOW
4992: Rectangle, x_up_left = 153, y_up_left = 160, x_down_right = 193, y_down_right = 34, perimeter = 332, color = YELLOW
4993: Rectangle, x_up_left = 53, y_up_left = 182, x_down_right = 174, y_down_right = 137, perimeter = 332, color = BLUE
4994: Rectangle, x_up_left = 2, y_up_left = 64, x_down_right = 155, y_down_right = 51, perimeter = 332, color = BLUE
4995: Rectangle, x_up_left = 54, y_up_left = 189, x_down_right = 164, y_down_right = 133, perimeter = 332, color = VIOLET
4996: Rectangle, x_up_left = 88, y_up_left = 162, x_down_right = 98, y_down_right = 6, perimeter = 332, color = LIGHT_BLUE
4997: Rectangle, x_up_left = 34, y_up_left = 144, x_down_right = 160, y_down_right = 104, perimeter = 332, color = RED
4998: Triangle, x1 = 187, y1 = 62, x2 = 107, y2 = 49, x3 = 82, y3 = 156, perimeter = 331.86, color = VIOLET
4999: Triangle, x1 = 181, y1 = 185, x2 = 194, y2 = 99, x3 = 76, y3 = 116, perimeter = 331.838, color = BLUE
5000: Triangle, x1 = 171, y1 = 169, x2 = 46, y2 = 197, x3 = 188, y3 = 127, perimeter = 331.724, color = RED
5001: Triangle, x1 = 87, y1 = 199, x2 = 121, y2 = 37, x3 = 109, y3 = 129, perimeter = 331.685, color = YELLOW
5002: Triangle, x1 = 123, y1 = 119, x2 = 28, y2 = 131, x3 = 185, y3 = 83, perimeter = 331.622, color = ORANGE
5003: Triangle, x1 = 152, y1 = 8, x2 = 52, y2 = 94, x3 = 54, y3 = 134, perimeter = 331.568, color = LIGHT_BLUE
5004: Triangle, x1 = 50, y1 = 88, x2 = 156, y2 = 128, x3 = 15, y3 = 154, perimeter = 331.379, color = RED
5005: Triangle, x1 = 17, y1 = 177, x2 = 57, y2 = 31, x3 = 62, y3 = 164, perimeter = 331.314, color = RED
5006: Triangle, x1 = 180, y1 = 104, x2 = 139, y2 = 98, x3 = 37, y3 = 24, perimeter = 331.309, color = GREEN
5007: Triangle, x1 = 108, y1 = 10, x2 = 42, y2 = 66, x3 = 169, y3 = 104, perimeter = 331.178, color = GREEN
5008: Triangle, x1 = 42, y1 = 140, x2 = 114, y2 = 66, x3 = 182, y3 = 63, perimeter = 331.091, color = GREEN
5009: Triangle, x1 = 7, y1 = 76, x2 = 148, y2 = 16, x3 = 160, y3 = 13, perimeter = 331.067, color = ORANGE
5010: Triangle, x1 = 162, y1 = 134, x2 = 54, y2 = 50, x3 = 172, y3 = 163, perimeter = 330.877, color = BLUE
5011: Triangle, x1 = 34, y1 = 13, x2 = 169, y2 = 19, x3 = 160, y3 = 74, perimeter = 330.854, color = YELLOW
5012: Triangle, x1 = 21, y1 = 136, x2 = 170, y2 = 83, x3 = 67, y3 = 152, perimeter = 330.824, color = LIGHT_BLUE
5013: Triangle, x1 = 105, y1 = 198, x2 = 7, y2 = 66, x3 = 11, y3 = 85, perimeter = 330.805, color = YELLOW
5014: Triangle, x1 = 42, y1 = 72, x2 = 151, y2 = 23, x3 = 156, y3 = 113, perimeter = 330.795, color = LIGHT_BLUE
5015: Triangle, x1 = 91, y1 = 3, x2 = 13, y2 = 112, x3 = 55, y3 = 143, perimeter = 330.79, color = LIGHT_BLUE
5016: Triangle, x1 = 89, y1 = 26, x2 = 54, y2 = 185, x3 = 97, y3 = 77, perimeter = 330.676, color = RED
5017: Triangle, x1 = 133, y1 = 180, x2 = 92, y2 = 80, x3 = 165, y3 = 43, perimeter = 330.608, color = RED
5018: Triangle, x1 = 10, y1 = 174, x2 = 156, y2 = 138, x3 = 57, y3 = 112, perimeter = 330.531, color = ORANGE
5019: Triangle, x1 = 135, y1 = 182, x2 = 173, y2 = 108, x3 = 138, y3 = 25, perimeter = 330.293, color = ORANGE
5020: Triangle, x1 = 193, y1 = 83, x2 = 187, y2 = 137, x3 = 61, y3 = 69, perimeter = 330.251, color = RED
5021: Rectangle, x_up_left = 58, y_up_left = 131, x_down_right = 116, y_down_right = 24, perimeter = 330, color = YELLOW
5022: Rectangle, x_up_left = 5, y_up_left = 195, x_down_right = 26, y_down_right = 51, perimeter = 330, color = BLUE
5023: Rectangle, x_up_left = 48, y_up_left = 198, x_down_right = 162, y_down_right = 147, perimeter = 330, color = ORANGE
5024: Rectangle, x_up_left = 50, y_up_left = 143, x_down_right = 132, y_down_right = 60, perimeter = 330, color = RED
5025: Rectangle, x_up_left = 64, y_up_left = 97, x_down_right = 133, y_down_right = 1, perimeter = 330, color = LIGHT_BLUE
5026: Rectangle, x_up_left = 91, y_up_left = 157, x_down_right = 172, y_down_right = 73, perimeter = 330, color = ORANGE
5027: Rectangle, x_up_left = 73, y_up_left = 147, x_down_right = 170, y_down_right = 79, perimeter = 330, color = YELLOW
5028: Rectangle, x_up_left = 45, y_up_left = 146, x_down_right = 189, y_down_right = 125, perimeter = 330, color = LIGHT_BLUE
5029: Rectangle, x_up_left = 91, y_up_left = 144, x_down_right = 122, y_down_right = 10, perimeter = 330, color = BLUE
5030: Rectangle, x_up_left = 56, y_up_left = 178, x_down_right = 63, y_down_right = 20, perimeter = 330, color = VIOLET
5031: Rectangle, x_up_left = 54, y_up_left = 147, x_down_right = 109, y_down_right = 37, perimeter = 330, color = ORANGE
5032: Rectangle, x_up_left = 43, y_up_left = 122, x_down_right = 119, y_down_right = 33, perimeter = 330, color = ORANGE
5033: Rectangle, x_up_left = 107, y_up_left = 165, x_down_right = 172, y_down_right = 65, perimeter = 330, color = LIGHT_BLUE
5034: Triangle, x1 = 152, y1 = 164, x2 = 86, y2 = 103, x3 = 23, y3 = 191, perimeter = 329.894, color = RED
5035: Triangle, x1 = 125, y1 = 43, x2 = 85, y2 = 94, x3 = 32, y3 = 179, perimeter = 329.742, color = ORANGE
5036: Triangle, x1 = 150, y1 = 12, x2 = 55, y2 = 109, x3 = 118, y3 = 134, perimeter = 329.678, color = ORANGE
5037: Triangle, x1 = 80, y1 = 6, x2 = 28, y2 = 144, x3 = 73, y3 = 143, perimeter = 329.662, color = VIOLET
5038: Triangle, x1 = 58, y1 = 21, x2 = 174, y2 = 32, x3 = 57, y3 = 99, perimeter = 329.353, color = LIGHT_BLUE
5039: Triangle, x1 = 144, y1 = 39, x2 = 11, y2 = 63, x3 = 173, y3 = 52, perimeter = 329.302, color = GREEN
5040: Triangle, x1 = 109, y1 = 139, x2 = 78, y2 = 30, x3 = 174, y3 = 146, perimeter = 329.271, color = GREEN
5041: Triangle, x1 = 59, y1 = 162, x2 = 92, y2 = 41, x3 = 154, y3 = 61, perimeter = 329.223, color = YELLOW
5042: Triangle, x1 = 76, y1 = 5, x2 = 27, y2 = 154, x3 = 77, y3 = 112, perimeter = 329.154, color = LIGHT_BLUE
5043: Triangle, x1 = 56, y1 = 43, x2 = 78, y2 = 152, x3 = 29, y3 = 194, perimeter = 329.13, color = GREEN
5044: Triangle, x1 = 13, y1 = 146, x2 = 99, y2 = 77, x3 = 149, y3 = 143, perimeter = 329.093, color = LIGHT_BLUE
5045: Triangle, x1 = 45, y1 = 3, x2 = 102, y2 = 53, x3 = 29, y3 = 141, perimeter = 329.084, color = YELLOW
5046: Triangle, x1 = 31, y1 = 112, x2 = 100, y2 = 48, x3 = 150, y3 = 147, perimeter = 329.062, color = BLUE
5047: Triangle, x1 = 87, y1 = 104, x2 = 190, y2 = 18, x3 = 149, y3 = 136, perimeter = 328.874, color = ORANGE
5048: Triangle, x1 = 87, y1 = 89, x2 = 145, y2 = 179, x3 = 102, y3 = 27, perimeter = 328.824, color = BLUE
5049: Triangle, x1 = 183, y1 = 90, x2 = 155, y2 = 181, x3 = 63, y3 = 161, perimeter = 328.79, color = LIGHT_BLUE
5050: Triangle, x1 = 122, y1 = 164, x2 = 69, y2 = 104, x3 = 200, y3 = 79, perimeter = 328.785, color = BLUE
5051: Triangle, x1 = 103, y1 = 60, x2 = 26, y2 = 59, x3 = 172, y3 = 122, perimeter = 328.782, color = VIOLET
5052: Triangle, x1 = 39, y1 = 92, x2 = 112, y2 = 185, x3 = 1, y3 = 184, perimeter = 328.772, color = LIGHT_BLUE
5053: Triangle, x1 = 57, y1 = 154, x2 = 5, y2 = 59, x3 = 117, y3 = 64, perimeter = 328.579, color = ORANGE
5054: Triangle, x1 = 99, y1 = 118, x2 = 200, y2 = 107, x3 = 64, y3 = 181, perimeter = 328.496, color = YELLOW
5055: Triangle, x1 = 107, y1 = 112, x2 = 198, y2 = 10, x3 = 80, y3 = 51, perimeter = 328.321, color = LIGHT_BLUE
5056: Triangle, x1 = 28, y1 = 48, x2 = 171, y2 = 9, x3 = 143, y3 = 66, perimeter = 328.129, color = VIOLET
5057: Triangle, x1 = 180, y1 = 87, x2 = 47, y2 = 111, x3 = 117, y3 = 168, perimeter = 328.036, color = RED
5058: Rectangle, x_up_left = 92, y_up_left = 178, x_down_right = 158, y_down_right = 80, perimeter = 328, color = ORANGE
5059: Rectangle, x_up_left = 69, y_up_left = 131, x_down_right = 118, y_down_right = 16, perimeter = 328, color = ORANGE
5060: Rectangle, x_up_left = 95, y_up_left = 193, x_down_right = 159, y_down_right = 93, perimeter = 328, color = YELLOW
5061: Rectangle, x_up_left = 58, y_up_left = 169, x_down_right = 114, y_down_right = 61, perimeter = 328, color = BLUE
5062: Rectangle, x_up_left = 170, y_up_left = 148, x_down_right = 191, y_down_right = 5, perimeter = 328, color = VIOLET
5063: Rectangle, x_up_left = 13, y_up_left = 162, x_down_right = 56, y_down_right = 41, perimeter = 328, color = BLUE
5064: Rectangle, x_up_left = 75, y_up_left = 179, x_down_right = 88, y_down_right = 28, perimeter = 328, color = GREEN
5065: Rectangle, x_up_left = 132, y_up_left = 174, x_down_right = 176, y_down_right = 54, perimeter = 328, color = LIGHT_BLUE
5066: Rectangle, x_up_left = 40, y_up_left = 179, x_down_right = 178, y_down_right = 153, perimeter = 328, color = ORANGE
5067: Rectangle, x_up_left = 29, y_up_left = 181, x_down_right = 102, y_down_right = 90, perimeter = 328, color = GREEN
5068: Rectangle, x_up_left = 85, y_up_left = 168, x_down_right = 173, y_down_right = 92, perimeter = 328, color = ORANGE
5069: Rectangle, x_up_left = 149, y_up_left = 129, x_down_right = 197, y_down_right = 13, perimeter = 328, color = BLUE
5070: Triangle, x1 = 123, y1 = 197, x2 = 98, y2 = 35, x3 = 102, y3 = 78, perimeter = 327.942, color = BLUE
5071: Triangle, x1 = 28, y1 = 131, x2 = 86, y2 = 156, x3 = 149, y3 = 53, perimeter = 327.86, color = LIGHT_BLUE
5072: Triangle, x1 = 199, y1 = 118, x2 = 116, y2 = 26, x3 = 140, y3 = 157, perimeter = 327.812, color = GREEN
5073: Triangle, x1 = 160, y1 = 47, x2 = 18, y2 = 1, x3 = 49, y3 = 60, perimeter = 327.672, color = GREEN
5074: Triangle, x1 = 68, y1 = 182, x2 = 19, y2 = 145, x3 = 96, y3 = 45, perimeter = 327.443, color = ORANGE
